,segment_id,river_name
234,02YL000-25607,Birchy-Hill-Brook
235,02YL000-25608,Black-Brook
236,02YL000-25609,Gales-Brook
237,02YL000-25610,Liverpool-Brook
238,02YL000-25611,Cox's-Brook
239,02YL000-25612,Lower-Crabb-Brook
240,02YL000-25613,Whites-River
241,02YL000-25614,Whitefish-Creek
242,02YL000-25615,Crooked-Feeder
243,02YL000-25616,Gales-Brook
244,02YL000-25617,Clarks-Brook
245,02YL000-25618,Rattler-Brook
246,02YL000-25619,Upper-Humber-River
247,02YL000-25620,Yellow-Marsh-Brook
248,02YL000-25621,Upper-Humber-River
249,02YL000-25622,Black-Brook
250,02YL000-25623,Steady-Brook
251,02YL000-25624,Whites-River
252,02YL000-25625,Northeast-Adies-River
253,02YL000-25626,Gales-Brook
254,02YL000-25627,Upper-Humber-River
255,02YL000-25628,Humber-River
256,02YL000-25629,Drill-Hole-Brook
257,02YL000-25630,Upper-Humber-River
258,02YL000-25631,Goose-Arm-Brook-North
259,02YL000-25632,Neds-Steady
260,02YL000-25633,East-Branch
261,02YL000-25634,Whites-River
262,02YL000-25635,Steady-Brook
263,02YL000-25636,East-Adies-River
264,02YL000-25637,East-Adies-River
265,02YL000-25638,Whites-River
266,02YL000-25639,Upper-Humber-River
267,02YL000-25640,Pynns-Brook
268,02YL000-25641,Whites-River
269,02YL000-25642,Black-Brook
270,02YL000-25643,East-Adies-River
271,02YL000-25644,Hughes-Brook
272,02YL000-25645,Whites-River
273,02YL000-25646,Whites-River
274,02YL000-25647,O'Rourke-Brook
275,02YL000-25648,Harrimans-Brook
276,02YL000-25649,Beaver-Brook
277,02YL000-25650,Upper-Humber-River
278,02YL000-25651,Goose-Arm-Brook-North
279,02YL000-25652,Liverpool-Brook
280,02YL000-25653,Crooked-Feeder
281,02YL000-25654,Goose-Arm-Brook-North
282,02YL000-25655,Liverpool-Brook
283,02YL000-25656,East-Adies-River
284,02YL000-25657,Upper-Humber-River
285,02YL000-25658,Taylors-Brook
286,02YL000-25659,Humber-River
287,02YL000-25660,Whites-River
288,02YL000-25661,Gales-Brook
289,02YL000-25662,Adies-River
290,02YL000-25663,Adies-River
291,02YL000-25664,Pratts-Brook
292,02YL000-25665,Whites-River
293,02YL000-25666,Upper-Humber-River
294,02YL000-25667,Black-Brook
295,02YL000-25668,Crooked-Feeder
296,02YL000-25669,Upper-Humber-River
297,02YL000-25670,Crooked-Feeder
298,02YL000-25671,Upper-Humber-River
299,02YL000-25672,Upper-Humber-River
300,02YL000-25673,Taylors-Brook
301,02YL000-25674,Pynns-Brook
302,02YL000-25675,Humber-River
303,02YL000-25676,Upper-Humber-River
304,02YL000-25677,Upper-Humber-River
305,02YL000-25678,Irishtown-Brook
306,02YL000-25679,Hughes-Brook
307,02YL000-25680,Black-Brook
308,02YL000-25681,Birchy-Hill-Brook
309,02YL000-25682,Beaver-Brook
310,02YL000-25683,Goose-Arm-Brook
311,02YL000-25684,Big-Tenth-Brook
312,02YL000-25685,Fairfax-Brook
313,02YL000-25686,Taylors-Brook
314,02YL000-25687,Whites-River
315,02YL000-25688,Adies-River
316,02YL000-25689,Corner-Brook
317,02YL000-25690,Wigwam-Brook
318,02YL000-25691,Upper-Humber-River
319,02YL000-25692,Pynns-Brook
320,02YL000-25693,Upper-Humber-River
321,02YL000-25694,Upper-Humber-River
322,02YL000-25695,Upper-Humber-River
323,02YL000-25696,Middle-Branch
324,02YL000-25697,Humber-River
325,02YL000-25698,Middle-Branch
326,02YL000-25699,Birchy-Hill-Brook
327,02YL000-25700,Otter-Brook
328,02YL000-25701,Upper-Humber-River
329,02YL000-25702,Corner-Brook
330,02YL000-25703,Ninety-Brook
331,02YL000-25704,Allan-Brook
332,02YL000-25705,East-Branch
333,02YL000-25706,Gales-Brook
334,02YL000-25707,Upper-Humber-River
335,02YL000-25708,Upper-Humber-River
336,02YL000-25709,Lower-Crabb-Brook
337,02YL000-25710,Goose-Arm-Brook-North
338,02YL000-25711,Upper-Humber-River
339,02YL000-25712,Cox's-Brook
340,02YL000-25713,Little-Feeder-Brook
341,02YL000-25714,Upper-Humber-River
342,02YL000-25715,Liverpool-Brook
343,02YL000-25716,Crooked-Brook
344,02YL000-25717,Upper-Humber-River
345,02YL000-25718,Deep-Gulch-Brook
346,02YL000-25719,Birchy-Hill-Brook
347,02YL000-25720,Junction-Brook
348,02YL000-25721,Black-Brook
349,02YL000-25722,Junction-Brook
350,02YL000-25723,Beaver-Brook
351,02YL000-25724,Rocky-Brook
352,02YL000-25725,Hughes-Brook
353,02YL000-25726,Cooks-Brook
354,02YL000-25727,Pratts-Brook
355,02YL000-25728,Taylors-Brook
356,02YL000-25729,Corner-Brook
357,02YL000-25730,Liverpool-Brook
358,02YL000-25731,Lower-Crabb-Brook
359,02YL000-25732,Upper-Humber-River
360,02YL000-25733,Hughes-Brook
361,02YL000-25734,North-Brook
362,02YL000-25735,Upper-Humber-River
363,02YL000-25736,Blow-Me-Down-Brook
364,02YL000-25737,Corner-Brook
365,02YL000-25738,Crooked-Feeder
366,02YL000-25739,East-Adies-River
367,02YL000-25740,Yellow-Marsh-Brook
368,02YL000-25741,Black-Brook
369,02YL000-25742,East-Adies-River
370,02YL000-25743,Humber-River
371,02YL000-25744,West-Rocky-Brook
372,02YL000-25745,North-Arm-Brook
373,02YL000-25746,Junction-Brook
374,02YL000-25747,Upper-Humber-River
375,02YL000-25748,Whites-River
376,02YL000-25749,Liverpool-Brook
377,02YL000-25750,Goose-Arm-Brook
378,02YL000-25751,Humber-River
379,02YL000-25752,Upper-Humber-River
380,02YL000-25753,Watsons-Brook
381,02YL000-25754,Vardy-Brook
382,02YL000-25755,Big-Feeder-Brook
383,02YL000-25756,Steady-Brook
384,02YL000-25757,Johns-Brook
385,02YL000-25758,East-Branch
386,02YL000-25759,Northeast-Adies-River
387,02YL000-25760,Upper-Humber-River
388,02YL000-25761,East-Adies-River
389,02YL000-25762,Upper-Humber-River
390,02YL000-25763,Gales-Brook
391,02YL000-25764,Otter-Brook
392,02YL000-25765,Whites-River
393,02YL000-25766,Whites-River
394,02YL000-25767,Upper-Humber-River
395,02YL000-25768,Upper-Humber-River
396,02YL000-25769,Upper-Humber-River
397,02YL000-25770,Crooked-Feeder
398,02YL000-25771,South-Brook
399,02YL000-25772,Steady-Brook
400,02YL000-25773,Upper-Humber-River
401,02YL000-25774,Blow-Me-Down-Brook
402,02YL000-25775,Upper-Humber-River
403,02YL000-25776,East-Adies-River
404,02YL000-25777,Liverpool-Brook
405,02YL000-25778,Goose-Arm-Brook
406,02YL000-25779,Liverpool-Brook
407,02YL000-25780,Upper-Humber-River
408,02YL000-25781,Hughes-Brook
409,02YL000-25782,Upper-Humber-River
410,02YL000-25783,Upper-Humber-River
411,02YL000-25784,Gales-Brook
412,02YL000-25785,East-Adies-River
413,02YL000-25786,Whites-River
414,02YL000-25787,Yellow-Marsh-Brook
415,02YL000-25788,Humber-River
416,02YL000-25789,Deadwater-Brook
417,02YL000-25790,Rocky-Brook
418,02YL000-25791,Adies-River
419,02YL000-25792,Upper-Humber-River
420,02YL000-25793,Ninety-Brook
421,02YL000-25794,Gales-Brook
422,02YL000-25795,Hughes-Brook
423,02YL000-25796,Yellow-Marsh-Brook
424,02YL000-25797,Upper-Humber-River
425,02YL000-25798,Upper-Humber-River
426,02YL000-25799,Upper-Humber-River
427,02YL000-25800,Whites-River
428,02YL000-25801,Upper-Humber-River
429,02YL000-25802,Adies-River
430,02YL000-25803,Upper-Humber-River
431,02YL000-25804,Upper-Humber-River
432,02YL000-25805,Corner-Brook
433,02YL000-25806,East-Branch
434,02YL000-25807,Upper-Humber-River
435,02YL000-25808,Otter-Brook
436,02YL000-25809,Irishtown-Brook
437,02YL000-25810,Adies-River
438,02YL000-25811,Black-Brook
439,02YL000-25812,Northeast-Adies-River
440,02YL000-25813,Junction-Brook
441,02YL000-25814,Harrimans-Brook
442,02YL000-25815,Barachois-Brook
443,02YL000-25816,Upper-Humber-River
444,02YL000-25817,Whites-River
445,02YL000-25818,Lower-Crabb-Brook
446,02YL000-25819,Upper-Humber-River
447,02YL000-25820,Whites-River
448,02YL000-25821,Upper-Humber-River
449,02YL000-25822,Pynns-Brook
450,02YL000-25823,Gales-Brook
451,02YL000-25824,Black-Brook
452,02YL000-25825,Liverpool-Brook
453,02YL000-25826,Whites-River
454,02YL000-25827,Upper-Humber-River
455,02YL000-25828,Liverpool-Brook
456,02YL000-25829,Upper-Humber-River
457,02YL000-25830,Whites-River
458,02YL000-25831,Harrimans-Brook
459,02YL000-25832,Trout-Creek
460,02YL000-25833,Whites-River
461,02YL000-25834,Hughes-Brook
462,02YL000-25835,Beaver-Brook
463,02YL000-25836,Whites-River
464,02YL000-25837,Crooked-Feeder
465,02YL000-25838,Adies-River
466,02YL000-25839,Whites-River
467,02YL000-25840,Upper-Humber-River
468,02YL000-25841,Beaver-Brook
469,02YL000-25842,Lower-Crabb-Brook
470,02YL000-25843,Clarks-Brook
471,02YL000-25844,Goose-Arm-Brook
472,02YL000-25845,Goose-Arm-Brook
473,02YL000-25846,Nichols-Brook
474,02YL000-25847,Whites-River
475,02YL000-25848,Middle-Branch
476,02YL000-25849,Lanes-Brook
477,02YL000-25850,West-Branch
478,02YL000-25851,Upper-Humber-River
479,02YL000-25852,Whites-River
480,02YL000-25853,Crooked-Brook
481,02YL000-25854,Beaver-Brook
482,02YL000-25855,Humber-River
483,02YL000-25856,Whites-River
484,02YL000-25857,Upper-Humber-River
485,02YL000-25858,Humber-River
486,02YL000-25859,Goose-Arm-Brook
487,02YL000-25860,Crooked-Brook
488,02YL000-25861,Goose-Arm-Brook
489,02YL000-25862,Taylors-Brook
490,02YL000-25863,Upper-Humber-River
491,02YL000-25864,East-Adies-River
492,02YL000-25865,Upper-Humber-River
493,02YL000-25866,Upper-Humber-River
494,02YL000-25867,Upper-Humber-River
495,02YL000-25868,Upper-Humber-River
496,02YL000-25869,Upper-Humber-River
497,02YL000-25870,Lower-Crabb-Brook
498,02YL000-25871,Upper-Humber-River
499,02YL000-25872,Deep-Gulch-Brook
500,02YL000-25873,Stowbregs-Brook
501,02YL000-25874,Irishtown-Brook
502,02YL000-25875,Upper-Humber-River
503,02YL000-25876,Middle-Crabb-Brook
504,02YL000-25877,Upper-Humber-River
505,02YL000-25878,Otter-Brook
506,02YL000-25879,Taylors-Brook
507,02YL000-25880,Taylors-Brook
508,02YL000-25881,East-Adies-River
509,02YL000-25882,Upper-Humber-River
510,02YL000-25883,Liverpool-Brook
511,02YL000-25884,Hughes-Brook
512,02YL000-25885,Adies-River
513,02YL000-25886,Upper-Humber-River
514,02YL000-25887,Harrimans-Brook
515,02YL000-25888,Black-Brook
516,02YL000-25889,Upper-Humber-River
517,02YL000-25890,Goose-Arm-Brook-North
518,02YL000-25891,Goose-Arm-Brook-North
519,02YL000-25892,Junction-Brook
520,02YL000-25893,Middle-Branch
521,02YL000-25894,Upper-Humber-River
522,02YL000-25895,Big-Tenth-Brook
523,02YL000-25896,Liverpool-Brook
524,02YL000-25897,Humber-River
525,02YL000-25898,East-Branch
526,02YL000-25899,Cooks-Brook
527,02YL000-25900,Black-Brook
528,02YL000-25901,Adies-River
529,02YL000-25902,Upper-Humber-River
530,02YL000-25903,Liverpool-Brook
531,02YL000-25904,Bakers-Brook
532,02YL000-25905,Upper-Humber-River
533,02YL000-25906,Upper-Humber-River
534,02YL000-25907,Upper-Humber-River
535,02YL000-25908,Upper-Humber-River
536,02YL000-25909,Upper-Humber-River
537,02YL000-25910,Upper-Humber-River
538,02YL000-25911,Deadwater-Brook
539,02YL000-25912,Whites-River
540,02YL000-25913,Gales-Brook
541,02YL000-25914,Northeast-Adies-River
542,02YL000-25915,Whites-River
543,02YL000-25916,Upper-Humber-River
544,02YL000-25917,Upper-Humber-River
545,02YL000-25918,Upper-Humber-River
546,02YL000-25919,Upper-Humber-River
547,02YL000-25920,Humber-River
548,02YL000-25921,Whites-River
549,02YL000-25922,Trout-Creek
550,02YL000-25923,Crooked-Feeder
551,02YL000-25924,Crooked-Feeder
552,02YL000-25925,Upper-Humber-River
553,02YL000-25926,Black-Brook
554,02YL000-25927,Liverpool-Brook
555,02YL000-25928,Harrimans-Brook
556,02YL000-25929,Upper-Humber-River
557,02YL000-25930,Adies-River
558,02YL000-25931,Little-North-Brook
559,02YL000-25932,Trout-Creek
560,02YL000-25933,Ninety-Brook
561,02YL000-25934,Wigwam-Brook
562,02YL000-25935,Liverpool-Brook
563,02YL000-25936,Upper-Humber-River
564,02YL000-25937,Whites-River
565,02YL000-25938,Upper-Crabb-Brook
566,02YL000-25939,Upper-Humber-River
567,02YL000-25940,Liverpool-Brook
568,02YL000-25941,Black-Brook
569,02YL000-25942,Humber-River
570,02YL000-25943,North-Brook
571,02YL000-25944,Neds-Steady
572,02YL000-25945,Hughes-Brook
573,02YL000-25946,Upper-Humber-River
574,02YL000-25947,Parsons-Brook
575,02YL000-25948,Humber-River
576,02YL000-25949,East-Adies-River
577,02YL000-25950,Rattler-Brook
578,02YL000-25951,Adies-River
579,02YL000-25952,Parsons-Brook
580,02YL000-25953,Cox's-Brook
581,02YL000-25954,North-Brook
582,02YL000-25955,Whites-River
583,02YL000-25956,Hughes-Brook
584,02YL000-25957,Upper-Humber-River
585,02YL000-25958,Upper-Humber-River
586,02YL000-25959,Whites-River
587,02YL000-25960,Hughes-Brook
588,02YL000-25961,Deadwater-Brook
589,02YL000-25962,Rocky-Brook
590,02YL000-25963,Lower-Crabb-Brook
591,02YL000-25964,Whites-River
592,02YL000-25965,Little-North-Brook
593,02YL000-25966,Drill-Hole-Brook
594,02YL000-25967,Northeast-Adies-River
595,02YL000-25968,Upper-Humber-River
596,02YL000-25969,East-Steady-Brook
597,02YL000-25970,Whites-River
598,02YL000-25971,Overfall-Brook
599,02YL000-25972,Northeast-Adies-River
600,02YL000-25973,Northeast-Adies-River
601,02YL000-25974,Whites-River
602,02YL000-25975,Humber-River
603,02YL000-25976,Burnt-Hill-Brook
604,02YL000-25977,Goose-Arm-Brook
605,02YL000-25978,Taylors-Brook
606,02YL000-25979,Conways-Brook
607,02YL000-25980,Upper-Humber-River
608,02YL000-25981,Taylors-Brook
609,02YL000-25982,West-Branch
610,02YL000-25983,Upper-Humber-River
611,02YL000-25984,North-Arm-Brook
612,02YL000-25985,Liverpool-Brook
613,02YL000-25986,Ninety-Brook
614,02YL000-25987,Harrimans-Brook
615,02YL000-25988,South-Brook
616,02YL000-25989,Upper-Humber-River
617,02YL000-25990,South-Bells-Brook
618,02YL000-25991,Humber-River
619,02YL000-25992,Upper-Humber-River
620,02YL000-25993,Goose-Arm-Brook-North
621,02YL000-25994,North-Arm-Brook
622,02YL000-25995,Wild-Cove-Brook
623,02YL000-25996,Black-Brook
624,02YL000-25997,Steady-Brook
625,02YL000-25998,Upper-Humber-River
626,02YL000-25999,Gales-Brook
627,02YL000-26000,First-Branch
628,02YL000-26001,Upper-Humber-River
629,02YL000-26002,Lanes-Brook
630,02YL000-26003,East-Branch
631,02YL000-26004,Blow-Me-Down-Brook
632,02YL000-26005,Big-Falls-Brook
633,02YL000-26006,Gales-Brook
634,02YL000-26007,East-Adies-River
635,02YL000-26008,Penguin-Arm-Brook
636,02YL000-26009,Deadwater-Brook
637,02YL000-26010,Goose-Arm-Brook-North
638,02YL000-26011,Steady-Brook
639,02YL000-26012,Yellow-Marsh-Brook
640,02YL000-26013,Alder-Brook
641,02YL000-26014,Deadwater-Brook
642,02YL000-26015,Goose-Arm-Brook
643,02YL000-26016,Salmon-Creek
644,02YL000-26017,East-Adies-River
645,02YL000-26018,Whites-River
646,02YL000-26019,Upper-Humber-River
647,02YL000-26020,Liverpool-Brook
648,02YL000-26021,Wild-Cove-Brook
649,02YL000-26022,Northeast-Adies-River
650,02YL000-26023,Upper-Humber-River
651,02YL000-26024,Upper-Humber-River
652,02YL000-26025,Blow-Me-Down-Brook
653,02YL000-26026,Upper-Humber-River
654,02YL000-26027,East-Adies-River
655,02YL000-26028,East-Branch
656,02YL000-26029,Rocky-Brook
657,02YL000-26030,Upper-Humber-River
658,02YL000-26031,Junction-Brook
659,02YL000-26032,Deadwater-Brook
660,02YL000-26033,East-Branch
661,02YL000-26034,Humber-River
662,02YL000-26035,Cooks-Brook
663,02YL000-26036,Ninth-Brook
664,02YL000-26037,Humber-River
665,02YL000-26038,Adies-River
666,02YL000-26039,Gales-Brook
667,02YL000-26040,East-Adies-River
668,02YL000-26041,Upper-Humber-River
669,02YL000-26042,Rocky-Brook
670,02YL000-26043,Upper-Humber-River
671,02YL000-26044,Lower-Crabb-Brook
672,02YL000-26045,Gales-Brook
673,02YL000-26046,Black-Brook
674,02YL000-26047,Upper-Humber-River
675,02YL000-26048,Little-Feeder-Brook
676,02YL000-26049,Lower-Crabb-Brook
677,02YL000-26050,East-Adies-River
678,02YL000-26051,Whites-River
679,02YL000-26052,Coal-Brook
680,02YL000-26053,Adies-River
681,02YL000-26054,Upper-Humber-River
682,02YL000-26055,Gillams-Brook
683,02YL000-26056,Whites-River
684,02YL000-26057,Whites-River
685,02YL000-26058,Otter-Brook
686,02YL000-26059,Upper-Humber-River
687,02YL000-26060,West-Rocky-Brook
688,02YL000-26061,Goose-Arm-Brook-North
689,02YL000-26062,Otter-Brook
690,02YL000-26063,Adies-River
691,02YL000-26064,Whites-River
692,02YL000-26065,East-Adies-River
693,02YL000-26066,Whites-River
694,02YL000-26067,Whites-River
695,02YL000-26068,Adies-River
696,02YL000-26069,Upper-Humber-River
697,02YL000-26070,Humber-River
698,02YL000-26071,Whites-River
699,02YL000-26072,Ninety-Brook
700,02YL000-26073,Yellow-Marsh-Brook
701,02YL000-26074,Upper-Humber-River
702,02YL000-26075,Liverpool-Brook
703,02YL000-26076,Monkey-Brook
704,02YL000-26077,Lower-Crabb-Brook
705,02YL000-26078,Blue-Gulch-Brook
706,02YL000-26079,Otter-Brook
707,02YL000-26080,Upper-Humber-River
708,02YL000-26081,Pratts-Brook
709,02YL000-26082,Parsons-Brook
710,02YL000-26083,Crooked-Feeder
711,02YL000-26084,East-Adies-River
712,02YL000-26085,Upper-Humber-River
713,02YL000-26086,Upper-Humber-River
714,02YL000-26087,Matthews-Brook
715,02YL000-26088,Upper-Humber-River
716,02YL000-26089,Upper-Humber-River
717,02YL000-26090,Taylors-Brook
718,02YL000-26091,Crooked-Feeder
719,02YL000-26092,Whites-River
720,02YL000-26093,Whites-River
721,02YL000-26094,Beaver-Brook
722,02YL000-26095,East-Adies-River
723,02YL000-26096,Upper-Humber-River
724,02YL000-26097,North-Brook
725,02YL000-26098,East-Adies-River
726,02YL000-26099,Upper-Humber-River
727,02YL000-26100,Crooked-Feeder
728,02YL000-26101,North-Arm-Brook
729,02YL000-26102,Salmon-Creek
730,02YL000-26103,Little-Rapids-Brook
731,02YL000-26104,Rocky-Brook
